authority_version	tuple_number	diff_direction	requirement_id	object_kind	database_name	schema_name	object_identity	owner_identity	grantee_identity	privilege	grantable	hierarchy_inheritance_flag	object_acl_type_code	classification	first_authorizing_migration_or_contract	later_reauthorizing_migration_or_contract	checked_in_evidence
post064-h1-acl-composition-v1	81	actual_minus_expected	H1-ACL-UNEXPECTED-OBJECT	function	*	public	public.campaign_operations_production_readiness_snapshot_v1()	campaign_operations_h1_boundary_authority	campaign_operations_production_reader	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
post064-h1-acl-composition-v1	82	actual_minus_expected	H1-ACL-SCHEDULER-EVIDENCE	function	*	public	public.campaign_operations_scheduler_protocol_evidence_lock_v1()	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
post064-h1-acl-composition-v1	83	actual_minus_expected	H1-ACL-LOCK-1	function	*	public	public.lock_campaign_operations_authorization_head(bigint,text)	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	84	actual_minus_expected	H1-ACL-LOCK-2	function	*	public	public.lock_campaign_operations_budget_head(bigint)	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	85	actual_minus_expected	H1-ACL-LOCK-3	function	*	public	public.lock_campaign_operations_campaign(bigint)	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	86	actual_minus_expected	H1-ACL-LOCK-5	function	*	public	public.lock_campaign_operations_request(bigint)	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	87	actual_minus_expected	H1-ACL-LOCK-4	function	*	public	public.lock_campaign_operations_reservation(bigint)	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	88	actual_minus_expected	H1-ACL-FIXED-TRANSITIONS	function	*	public	public.record_campaign_operations_production_disable_v1(text,bigint,text,integer,text,text)	campaign_operations_h1_boundary_authority	campaign_operations_production_disabler	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
post064-h1-acl-composition-v1	89	actual_minus_expected	H1-ACL-FIXED-TRANSITIONS	function	*	public	public.record_campaign_operations_production_enable_v1(text,integer,text,text,text,text,text,text,text,text,text)	campaign_operations_h1_boundary_authority	campaign_operations_production_enabler	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
post064-h1-acl-composition-v1	90	actual_minus_expected	H1-ACL-SCHEMA-PUBLIC	schema	*	public	public	pg_database_owner	campaign_operations_authorizer	USAGE	f	f	n	A	045	NONE	Database/migrations/045_campaign_operations_foundation.sql:602-708
post064-h1-acl-composition-v1	91	actual_minus_expected	H1-ACL-SCHEMA-PUBLIC	schema	*	public	public	pg_database_owner	campaign_operations_budget_administrator	USAGE	f	f	n	A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	92	actual_minus_expected	H1-ACL-SCHEMA-PUBLIC	schema	*	public	public	pg_database_owner	campaign_operations_campaign_creator	USAGE	f	f	n	A	045	NONE	Database/migrations/045_campaign_operations_foundation.sql:602-708
post064-h1-acl-composition-v1	93	actual_minus_expected	H1-ACL-SCHEMA-PUBLIC	schema	*	public	public	pg_database_owner	campaign_operations_dispatcher	USAGE	f	f	n	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	94	actual_minus_expected	H1-ACL-SCHEMA-PUBLIC	schema	*	public	public	pg_database_owner	campaign_operations_owner	USAGE	f	f	n	A	045	NONE	Database/migrations/045_campaign_operations_foundation.sql:602-708
post064-h1-acl-composition-v1	95	actual_minus_expected	H1-ACL-SCHEMA-PUBLIC	schema	*	public	public	pg_database_owner	campaign_operations_phase5_transactional	USAGE	f	f	n	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	96	actual_minus_expected	H1-ACL-SCHEMA-PUBLIC	schema	*	public	public	pg_database_owner	campaign_operations_request_acceptor	USAGE	f	f	n	A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	98	actual_minus_expected	H1-ACL-SEQUENCES	sequence	*	public	public.campaign_operations_dispatch__dispatch_audit_reference_even_seq	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	USAGE	f	f	S	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	99	actual_minus_expected	H1-ACL-SEQUENCES	sequence	*	public	public.campaign_operations_dispatch__dispatch_audit_reference_even_seq	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	USAGE	f	f	S	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	100	actual_minus_expected	H1-ACL-SEQUENCES	sequence	*	public	public.campaign_operations_dispatch__dispatch_audit_reference_even_seq	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	USAGE	f	f	S	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	103	actual_minus_expected	H1-ACL-SEQUENCES	sequence	*	public	public.campaign_operations_dispatch_attempt_dispatch_attempt_id_seq	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	USAGE	f	f	S	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	106	actual_minus_expected	H1-ACL-SEQUENCES	sequence	*	public	public.campaign_operations_operational_requ_operational_request_id_seq	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	USAGE	f	f	S	A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	109	actual_minus_expected	H1-ACL-ATTEMPT	table	*	public	public.campaign_operations_dispatch_attempt	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	SELECT	f	f	r	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	110	actual_minus_expected	H1-ACL-ATTEMPT	table	*	public	public.campaign_operations_dispatch_attempt	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	SELECT	f	f	r	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	111	actual_minus_expected	H1-ACL-ATTEMPT	table	*	public	public.campaign_operations_dispatch_attempt	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	SELECT	f	f	r	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	113	actual_minus_expected	H1-ACL-DISPATCH-AUDIT	table	*	public	public.campaign_operations_dispatch_audit_reference_event	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	SELECT	f	f	r	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	114	actual_minus_expected	H1-ACL-DISPATCH-AUDIT	table	*	public	public.campaign_operations_dispatch_audit_reference_event	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	SELECT	f	f	r	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	115	actual_minus_expected	H1-ACL-DISPATCH-AUDIT	table	*	public	public.campaign_operations_dispatch_audit_reference_event	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	SELECT	f	f	r	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	117	actual_minus_expected	H1-ACL-REQUEST	table	*	public	public.campaign_operations_operational_request	campaign_operations_h1_boundary_authority	campaign_operations_budget_administrator	SELECT	f	f	r	A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	118	actual_minus_expected	H1-ACL-REQUEST	table	*	public	public.campaign_operations_operational_request	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	SELECT	f	f	r	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	119	actual_minus_expected	H1-ACL-REQUEST	table	*	public	public.campaign_operations_operational_request	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	SELECT	f	f	r	A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	120	actual_minus_expected	H1-ACL-REQUEST	table	*	public	public.campaign_operations_operational_request	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	SELECT	f	f	r	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	121	actual_minus_expected	H1-ACL-REQUEST	table	*	public	public.campaign_operations_operational_request	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	SELECT	f	f	r	A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	122	actual_minus_expected	H1-ACL-ENABLEMENT-AUDIT	table	*	public	public.campaign_operations_production_enablement_audit_reference_event	campaign_operations_h1_boundary_authority	campaign_operations_production_dispatcher	SELECT	f	f	r	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
post064-h1-acl-composition-v1	123	actual_minus_expected	H1-ACL-ENABLEMENT-AUDIT	table	*	public	public.campaign_operations_production_enablement_audit_reference_event	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	SELECT	f	f	r	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
post064-h1-acl-composition-v1	124	actual_minus_expected	H1-ACL-ENABLEMENT	table	*	public	public.campaign_operations_production_enablement_event	campaign_operations_h1_boundary_authority	campaign_operations_production_dispatcher	SELECT	f	f	r	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
post064-h1-acl-composition-v1	125	actual_minus_expected	H1-ACL-ENABLEMENT	table	*	public	public.campaign_operations_production_enablement_event	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	SELECT	f	f	r	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
post064-h1-acl-composition-v1	126	actual_minus_expected	H1-ACL-ADMISSION	table	*	public	public.campaign_operations_request_production_admission	campaign_operations_h1_boundary_authority	campaign_operations_production_dispatcher	SELECT	f	f	r	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
post064-h1-acl-composition-v1	127	actual_minus_expected	H1-ACL-ADMISSION	table	*	public	public.campaign_operations_request_production_admission	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	SELECT	f	f	r	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
